21/04/11 12:34:18,empleospublicos.pages,>>>>>>>>>>>>>>>>>>>>>>> https://empleospublicos.cl/teee/data/convocatorias_sii.txt?nocache=1618158858276 false
21/04/11 12:38:48,empleospublicos.pages,7/8/2019 -> 13/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/07 -> 19/08/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3406/educadora-de-parvulos-nuevo-jardin-andres-bello-limache-region-de-valparaiso/
21/04/11 12:38:48,empleospublicos.pages,7/8/2019 -> 13/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/07 -> 19/08/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3407/tecnicas-en-educacion-parvularia-nuevo-jardin-infantil-andres-bello-limache-v-region/
21/04/11 12:38:48,empleospublicos.pages,9/8/2018 -> 13/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,18/08/09 -> 19/08/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3411/proceso-abierto-administrativoa-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,9/8/2019 -> 13/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/09 -> 19/08/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3412/proceso-abierto-profesional-de-infraestructura-arquitectoa-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,9/8/2019 -> 13/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/09 -> 19/08/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3417/proceso-abierto-encargada-ji-semillitas-de-amor-comuna-de-alto-del-carmen-reg-de-atacama/
21/04/11 12:38:48,empleospublicos.pages,9/8/2019 -> 19/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/09 -> 19/08/19
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3421/proceso-abierto-tecnicos-en-atencion-de-parvulos-media-jornada-region-de-arica-y-parinacota/
21/04/11 12:38:48,empleospublicos.pages,12/8/2019 -> 15/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/12 -> 19/08/15
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3429/ranking-educadora-de-parvulo-comuna-de-punta-arenas-region-de-magallanes-y-antartica-chilena/
21/04/11 12:38:48,empleospublicos.pages,12/8/2019 -> 16/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/12 -> 19/08/16
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3425/educadora-de-parvulos-comuna-de-loncoche-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,13/8/2019 -> 16/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/13 -> 19/08/16
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3434/proceso-abierto-tecnico-de-exthoraria-comuna-de-alto-del-carmne-region-de-atacama/
21/04/11 12:38:48,empleospublicos.pages,12/8/2019 -> 19/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/12 -> 19/08/19
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3432/proceso-abierto-auxiliar-de-servicios-menores-media-jornada-22-horas/
21/04/11 12:38:48,empleospublicos.pages,13/8/2019 -> 23/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/13 -> 19/08/23
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3439/proceso-abierto-educadora-de-parvulos-para-jardines-infantiles-de-reemplazo-region-de-arica-y-parinacota/
21/04/11 12:38:48,empleospublicos.pages,13/8/2019 -> 20/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/13 -> 19/08/20
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3440/proceso-abierto-tecnico-en-atencion-de-parvulos-de-reemplazo-region-de-arica-y-parinacota/
21/04/11 12:38:48,empleospublicos.pages,13/8/2019 -> 20/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/13 -> 19/08/20
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3441/proceso-abierto-auxiliar-de-servicios-de-reemplazopara-jardines-infantiles-region-de-arica-y-parinacota/
21/04/11 12:38:48,empleospublicos.pages,12/8/2019 -> 15/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/12 -> 19/08/15
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3426/proceso-abierto-periodista-unidad-de-comunicaciones-comuna-de-puerto-montt-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,14/8/2019 -> 16/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/14 -> 19/08/16
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3458/profesional-de-gestion-proyecto-visualiza-departamento-de-recursos-financieros-direccion-nacional/
21/04/11 12:38:48,empleospublicos.pages,19/8/2019 -> 22/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/19 -> 19/08/22
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3462/proceso-abierto-tecnico-en-soporte-y-servicios-informaticos-comuna-de-la-serena-region-de-coquimbo/
21/04/11 12:38:48,empleospublicos.pages,19/8/2019 -> 23/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/19 -> 19/08/23
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3479/encargada-de-jardin-infantil-tierras-blancas-san-felipe-v-region/
21/04/11 12:38:48,empleospublicos.pages,19/8/2019 -> 23/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/19 -> 19/08/23
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3478/educadoras-de-parvulos-para-reemplazos-region-de-valparaiso/
21/04/11 12:38:48,empleospublicos.pages,19/8/2019 -> 23/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/19 -> 19/08/23
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3477/tecnicos-en-educacion-parvularia-para-reemplazos-region-de-valparaiso/
21/04/11 12:38:48,empleospublicos.pages,19/8/2019 -> 22/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/19 -> 19/08/22
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3469/proceso-abierto-tecen-at-de-parvulos-media-jornadacomuna-de-vallenar-region-de-atacama/
21/04/11 12:38:48,empleospublicos.pages,20/8/2019 -> 23/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/20 -> 19/08/23
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3483/reemplazo-administrativo-subdireccion-de-recursos-financiero-comuna-de-temuco-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,20/8/2019 -> 23/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/20 -> 19/08/23
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3495/tecnico-en-parvulo-jardin-infantil-la-gloria-comuna-de-talcahuano-region-del-bio-bio/
21/04/11 12:38:48,empleospublicos.pages,21/8/2019 -> 23/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/21 -> 19/08/23
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3499/tecnico-en-atencion-de-parvulos-comuna-de-chillan-y-bulnes-region-de-nuble/
21/04/11 12:38:48,empleospublicos.pages,22/8/2019 -> 26/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/22 -> 19/08/26
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3506/auxiliar-de-servicios-comuna-de-bulnes-region-de-nuble/
21/04/11 12:38:48,empleospublicos.pages,22/8/2019 -> 27/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/22 -> 19/08/27
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3436/proceso-externo-tecnico-en-educacion-parvularia-sector-santa-rosa-comuna-de-paillaco-region-de-los-rios/
21/04/11 12:38:48,empleospublicos.pages,22/8/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/22 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3512/reemplazos-tecnicos-en-atencion-de-parvulos-region-de-ohiggins-2/
21/04/11 12:38:48,empleospublicos.pages,22/8/2019 -> 26/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/22 -> 19/08/26
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3513/tecnicos-en-educacion-de-parvulos-comuna-de-lautaro-region-de-la-araucania-2/
21/04/11 12:38:48,empleospublicos.pages,23/8/2019 -> 29/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/23 -> 19/08/29
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3515/tecnico-en-educacion-de-parvulos-comuna-de-los-lagos-region-de-los-rios/
21/04/11 12:38:48,empleospublicos.pages,21/8/2019 -> 27/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/21 -> 19/08/27
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3497/proceso-de-seleccion-educadora-pedagogica-itinerante-ceci-v-region/
21/04/11 12:38:48,empleospublicos.pages,26/8/2019 -> 28/8/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/26 -> 19/08/28
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3528/profesional-de-gestion-de-activo-fijo-comuna-de-providencia-direccion-nacional/
21/04/11 12:38:48,empleospublicos.pages,26/8/2019 -> 30/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/26 -> 19/09/30
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3520/reemplazos-tecnicos-en-atencion-de-parvulos-jardines-alternativos-region-de-ohiggins/
21/04/11 12:38:48,empleospublicos.pages,27/8/2019 -> 3/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/27 -> 19/09/03
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3415/tecnico-en-informatica-en-el-area-de-gestion-y-desarrollo-de-las-personas-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,27/8/2019 -> 3/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/27 -> 19/09/03
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3480/tecnico-en-licencia-medicas-reemplazo-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,29/8/2019 -> 4/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/08/29 -> 19/09/04
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3569/profesional-a-honorarios-encargado-de-proyectos-vtf-para-direccion-nacional/
21/04/11 12:38:48,empleospublicos.pages,2/9/2019 -> 2/10/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/02 -> 19/10/02
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3584/ranking-tecnico-en-atencion-de-parvulos-varias-comunas-de-la-region-de-atacama/
21/04/11 12:38:48,empleospublicos.pages,2/9/2019 -> 11/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/02 -> 19/09/11
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl https://www.hcmfront.com/process/selection/postulant/3589/
21/04/11 12:38:48,empleospublicos.pages,2/9/2019 -> 6/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/02 -> 19/09/06
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3593/profesional-de-gestion-auditor-interno-direccion-nacional-de-la-junji-region-metropolitana-de-santiago/
21/04/11 12:38:48,empleospublicos.pages,2/9/2019 -> 6/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/02 -> 19/09/06
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3599/encargada-de-jardin-infantil-comuna-de-antofagasta-region-de-antofagasta/
21/04/11 12:38:48,empleospublicos.pages,3/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/03 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3606/educadora-de-lengua-y-cultura-indigena-comuna-de-san-pedro-de-atacama-region-de-antofagasta/
21/04/11 12:38:48,empleospublicos.pages,3/9/2019 -> 6/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/03 -> 19/09/06
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3616/auxiliar-servicios-menores-jardin-infantil-abejitas-comuna-de-lota-region-del-bio-bio/
21/04/11 12:38:48,empleospublicos.pages,3/9/2019 -> 10/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/03 -> 19/09/10
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3590/educadora-diferencial-a-honorarios-para-programa-senadis-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,3/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/03 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3597/reemplazos-educadora-de-parvulos-para-comunas-con-alta-demanda-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,3/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/03 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3604/coordinadora-provincial-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,3/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/03 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3605/coordinadora-seccion-clima-laboral-y-seguridad-regional-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,3/9/2019 -> 5/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/03 -> 19/09/05
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3620/secretaria-administrativa-departamento-de-fiscalia-y-asesoria-juridica-direccion-nacional/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3607/asesora-de-las-unidades-educativas-mencion-interculturalidad-region-metropolitana/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3622/educadora-de-parvulos-comuna-de-victoria-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3624/auxiliar-de-extension-horaria-22-h-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3625/tecnico-de-extension-horaria-22-h-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3626/tecnico-en-educacion-de-parvulos-comuna-de-quinchao-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 29/11/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/11/29
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3630/ranking-auxiliar-de-servicios-de-menores-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 29/11/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/11/29
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3631/ranking-educadora-de-parvulos-para-la-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 29/11/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/11/29
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3632/ranking-tecnico-en-educacion-de-parvulos-para-la-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3633/monitor-de-arte-profesional-o-no-profesional-de-grupos-de-apoyo-ceci-provincia-de-llanquihue-palena-region-de-los-lagos/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3634/tecnico-contable-oficina-de-licencias-medicas-direccion-regional-de-la-junji-region-de-los-lagos-3/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3635/ranking-tecnico-en-educacion-de-parvulos-provincia-de-malleco-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3636/ranking-educadora-de-parvulos-provincia-de-malleco-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3637/ranking-tecnico-en-educacion-de-parvulo-provincia-de-cautin-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3642/ranking-auxiliar-de-servicios-menores-provincia-de-cautin-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3639/ranking-auxiliar-de-servicios-menores-provincia-de-malleco-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3638/ranking-educadora-de-parvulos-provincia-de-cautin-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,6/9/2019 -> 10/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/06 -> 19/09/10
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3665/tecnico-en-parvulo-media-jornada-programa-extension-horaria-region-del-biobio/
21/04/11 12:38:48,empleospublicos.pages,6/9/2019 -> 10/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/06 -> 19/09/10
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3670/ranking-auxiliar-de-servicios-menores-media-jornada-region-del-bio-bio/
21/04/11 12:38:48,empleospublicos.pages,9/9/2019 -> 4/10/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/09 -> 19/10/04
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3680/ranking-tecnico-en-educacion-de-parvulos-region-de-antofagasta/
21/04/11 12:38:48,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3673/tecnico-en-atencion-de-parvulos-comuna-de-chillan-y-bulnes-region-de-nuble-2/
21/04/11 12:38:48,empleospublicos.pages,9/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/09 -> 19/09/16
.21/04/11 12:38:48,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3690/auxiliar-de-servicios-menores-extension-horaria-varias-comunas-region-de-la-araucania/
21/04/11 12:38:48,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:38:48,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3692/tecnico-contable-unidad-licencias-medicas-chillan-region-de-nuble/
21/04/11 12:38:49,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3693/administrativo-direccion-regional-nuble-comuna-de-chillan-region-de-nuble/
21/04/11 12:38:49,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3695/auxiliar-de-servicio-comuna-de-chillan-region-nuble/
21/04/11 12:38:49,empleospublicos.pages,9/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/09 -> 19/09/16
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3698/proceso-abierto-tecnicos-en-educacion-parvularia-media-jornada-para-programa-de-extension-horaria-de-jardines-infantiles-region-tarapaca/
21/04/11 12:38:49,empleospublicos.pages,10/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/10 -> 19/09/16
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3706/auxiliar-servicios-menores-programa-extension-abierta-cuidad-de-valdivia-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,10/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/10 -> 19/09/16
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3702/trasladotecnico-en-parvulos-extension-horaria-cuidad-de-valdivia-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,10/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/10 -> 19/09/13
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3701/subdirectora-de-gestion-y-desarrollo-de-personas-direccion-regional-del-maule/
21/04/11 12:38:49,empleospublicos.pages,11/9/2019 -> 17/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/11 -> 19/09/17
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3722/asesor-tecnico-de-obras-ato-region-de-valparaiso-2/
21/04/11 12:38:49,empleospublicos.pages,11/9/2019 -> 18/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/11 -> 19/09/18
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3724/inspector-tecnico-de-obras-ito-rapa-nui-region-de-valparaiso/
21/04/11 12:38:49,empleospublicos.pages,29/8/2019 -> 30/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/08/29 -> 19/09/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3568/reemplazos-educadoras-de-parvulos-region-del-libertador-gral-bernardo-ohiggins/
21/04/11 12:38:49,empleospublicos.pages,12/9/2019 -> 11/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/12 -> 19/10/11
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3729/ranking-educadora-de-parvulos-region-de-antofagasta/
21/04/11 12:38:49,empleospublicos.pages,12/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/12 -> 19/09/25
